Genome,Ku_IDs,LigD_IDs,Plasmid_IDs,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,NHEJ_status_verbose,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Architecture,genome_clean
GCF_000024905.1_ASM2490v1,NA-Ku,NA-LigD,NA-plasmid,NC_013522.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,525903,81462,Thermanaerovibrio acidaminovorans DSM 6589 chromosome,Synergistetes,Synergistetes-Synergistia,1848474,3,64,No-LigD-domains,GCF_000024905
GCF_000699505.1_ASM69950v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007490.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,529884,529884,Candidatus Rhodoluna lacicola strain MWH-Ta8,Actinobacteria,Actinobacteria-Micrococcales,1430433,1,52,No-LigD-domains,GCF_000699505
GCF_000263195.1_ASM26319v1,NA-Ku,NA-LigD,NC_018742.1@NC_018749.1@NC_018743.1@NC_018744.1@NC_018745.1,NC_018748.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,929562,312279,Emticicia oligotrophica DSM 17448 plasmid pEMTOL05,Bacteroidetes,Bacteroidetes-Cytophagia,4798158,2,36,No-LigD-domains,GCF_000263195
GCF_000024065.1_ASM2406v1,NA-Ku,NA-LigD,NA-plasmid,NC_013174.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,471856,43674,Jonesia denitrificans DSM 20603,Actinobacteria,Actinobacteria-Micrococcales,2749646,5,58,No-LigD-domains,GCF_000024065
GCF_000144605.1_ASM14460v1,WP_013267608.1:13-175,"WP_013267939.1,pe:7-166|lig:233-531|pol:570-814;WP_013269667.1,lig:242-486",NA-plasmid,NC_014375.1,0,1,-,WP_013267608.1,-,-,WP_013267939.1;WP_013269667.1,-,Yes-NHEJ,3,633149,74313,Brevundimonas subvibrioides ATCC 15264,Proteobacteria,Proteobacteria-Alphaproteobacteria,3445263,2,68,Yes-NHEJ-all-same-prot,GCF_000144605
GCF_000027325.1_ASM2732v1,NA-Ku,NA-LigD,NA-plasmid,NC_000908.2,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,243273,2097,Mycoplasma genitalium G37,Tenericutes,Tenericutes-Mollicutes,580076,1,32,No-LigD-domains,GCF_000027325
GCF_001553545.1_ASM155354v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014227.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,45243,45243,Capnocytophaga haemolytica strain CCUG 32990,Bacteroidetes,Bacteroidetes-Flavobacteriia,2688484,4,44,No-LigD-domains,GCF_001553545
GCF_000146165.2_ASM14616v2,NA-Ku,"NP_717802.1,lig:136-266",NC_004349.1,NC_004347.2,1,1,-,-,NA-Ku,-,NP_717802.1,-,Lig-only,2,211586,70863,Shewanella oneidensis MR-1 plasmid megaplasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,4969811,9,46,LigD-only-lig-no-pol,GCF_000146165
GCF_000192865.1_ASM19286v1,NA-Ku,"WP_013661084.1,lig:31-237",NA-plasmid,NC_015276.1,0,1,-,-,NA-Ku,-,WP_013661084.1,-,Lig-only,2,717774,119864,Marinomonas mediterranea MMB-1,Proteobacteria,Proteobacteria-Gammaproteobacteria,4684316,7,44,LigD-only-lig-no-pol,GCF_000192865
GCF_000165505.1_ASM16550v1,NA-Ku,NA-LigD,NC_014633.1@NC_014634.1,NC_014632.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,572544,167642,Ilyobacter polytropus DSM 2926 plasmid pILYOP02,Fusobacteria,Fusobacteria-Fusobacteriales,2046464,8,35,No-LigD-domains,GCF_000165505
GCF_000014865.1_ASM1486v1,NA-Ku,NA-LigD,NA-plasmid,NC_008576.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,156889,1124597,Magnetococcus marinus MC-1,Proteobacteria,Proteobacteria-Alphaproteobacteria,4719581,3,54,No-LigD-domains,GCF_000014865
GCF_000830005.1_ASM83000v1,NA-Ku,"WP_041132000.1,pol:13-264;WP_041133128.1,lig:207-457;WP_041132109.1,pol:17-261;WP_041132089.1,lig:11-330",NZ_CP010408.1,NZ_CP010407.1,1,1,-,-,NA-Ku,-,WP_041132000.1;WP_041132089.1;WP_041132109.1;WP_041133128.1,-,Lig-only,2,362257,362257,Streptomyces vietnamensis strain GIM4.0001 plasmid pSVL1,Actinobacteria,Actinobacteria-Streptomycetales,8867142,7,72,LigD-only-lig-pol-diff-prot,GCF_000830005
GCF_000020025.1_ASM2002v1,NA-Ku,NA-LigD,NC_010631.1@NC_010632.1@NC_010630.1@NC_010633.1@NC_010629.1,NC_010628.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,63737,272131,Nostoc punctiforme PCC 73102 plasmid pNPUN05,Cyanobacteria,Cyanobacteria-Nostocales,8234322,4,41,No-LigD-domains,GCF_000020025
GCF_000012805.1_ASM1280v1,NA-Ku,NA-LigD,NC_007483.1,NC_007484.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,323261,1229,Nitrosococcus oceani ATCC 19707 plasmid A,Proteobacteria,Proteobacteria-Gammaproteobacteria,3481691,2,50,No-LigD-domains,GCF_000012805
GCF_000016325.1_ASM1632v1,NA-Ku,NA-LigD,NC_009425.1,NC_009436.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,399742,399742,Enterobacter sp. 638 plasmid pENTE01,Proteobacteria,Proteobacteria-Gammaproteobacteria,4518712,7,53,No-LigD-domains,GCF_000016325
GCF_000022265.1_ASM2226v1,WP_012645437.1:9-179,"WP_012645436.1,pe:4-164|lig:213-504|pol:541-783",NA-plasmid,NC_011979.1,0,1,-,WP_012645437.1,-,-,WP_012645436.1,-,Yes-NHEJ,3,316067,1203471,Geobacter daltonii FRC-32,Proteobacteria,Proteobacteria-Deltaproteobacteria,4304501,2,53,Yes-NHEJ-all-same-prot,GCF_000022265
GCF_001043175.1_ASM104317v1,NA-Ku,"WP_048389221.1,lig:115-241",NA-plasmid,NZ_CP011494.1,0,1,-,-,NA-Ku,-,WP_048389221.1,-,Lig-only,2,330734,330734,Marinobacter psychrophilus strain 20041,Proteobacteria,Proteobacteria-Gammaproteobacteria,3998597,3,54,LigD-only-lig-no-pol,GCF_001043175
GCF_000007365.1_ASM736v1,NA-Ku,NA-LigD,NA-plasmid,NC_004061.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,198804,9,Buchnera aphidicola str. Sg (Schizaphis graminum),Proteobacteria,Proteobacteria-Gammaproteobacteria,641454,1,25,No-LigD-domains,GCF_000007365
GCF_000828635.1_ASM82863v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP012547.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1223802,748811,Sulfuritalea hydrogenivorans sk43H DNA,Proteobacteria,Proteobacteria-Betaproteobacteria,3802648,2,63,No-LigD-domains,GCF_000828635
GCF_000240165.1_ASM24016v1,WP_014146160.1:9-182,"WP_014146215.1,lig:11-330;WP_014628695.1,lig:21-322;WP_014141442.1,lig:206-452;WP_014628696.1,pol:21-260;WP_014146273.1,pe:12-167;WP_014146216.1,pol:14-258",NC_017585.1,NC_017586.1,1,1,-,WP_014146160.1,-,-,WP_014141442.1;WP_014628695.1;WP_014628696.1;WP_014146215.1;WP_014146216.1;WP_014146273.1,-,Yes-NHEJ,3,1003195,29303,Streptomyces cattleya DSM 46488 plasmid pSCATT,Actinobacteria,Actinobacteria-Streptomycetales,6282967,6,73,Yes-NHEJ-all-diff-prot,GCF_000240165
GCF_000014745.1_ASM1474v1,NA-Ku,NA-LigD,NA-plasmid,NC_008347.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,394221,74318,Maricaulis maris MCS10,Proteobacteria,Proteobacteria-Alphaproteobacteria,3368780,2,63,No-LigD-domains,GCF_000014745
GCF_000331995.1_ASM33199v1,WP_015359276.1:9-191,"WP_015359273.1,pol:2-123;WP_015359274.1,pol:7-69;WP_015359275.1,lig:17-301",NA-plasmid,NC_020134.1,0,1,-,WP_015359276.1,-,-,WP_015359273.1;WP_015359274.1;WP_015359275.1,-,Yes-NHEJ,3,1121335,1510,Clostridium stercorarium subsp. stercorarium DSM 8532,Firmicutes,Firmicutes-Clostridia,2974379,3,42,Yes-NHEJ-lig-pol-diff-prot,GCF_000331995
GCF_000230555.1_ASM23055v1,WP_014130898.1:13-187,"WP_014130897.1,pe:9-162|lig:211-508|pol:538-782;WP_014132284.1,lig:221-460",NC_016079.1,NC_016078.1,1,1,-,WP_014130898.1,-,-,WP_014130897.1;WP_014132284.1,-,Yes-NHEJ,3,1082931,531813,Pelagibacterium halotolerans B2 plasmid pPHB2,Proteobacteria,Proteobacteria-Alphaproteobacteria,3944837,2,61,Yes-NHEJ-all-same-prot,GCF_000230555
GCF_000020725.1_ASM2072v1,WP_012528580.1:9-179,"WP_012528567.1,pe:4-164|lig:234-516|pol:584-826",NA-plasmid,NC_011146.1,0,1,-,WP_012528580.1,-,-,WP_012528567.1,-,Yes-NHEJ,3,404380,225194,Geobacter bemidjiensis Bem,Proteobacteria,Proteobacteria-Deltaproteobacteria,4615150,4,60,Yes-NHEJ-all-same-prot,GCF_000020725
GCF_900048045.1_MEPMAR,NA-Ku,NA-LigD,NA-plasmid,NZ_LN999831.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1778264,1778264,Enterobacteriaceae bacterium symbiont of Paracoccus marginatus isolate MEPMAR genome assembly,Proteobacteria,Proteobacteria-Gammaproteobacteria,352837,1,31,No-LigD-domains,GCF_900048045
GCF_000023105.1_ASM2310v1,WP_012725694.1:9-189,"WP_015884644.1,pol:19-264;WP_012725695.1,pe:303-451|lig:513-814|pol:19-263;WP_050761612.1,pol:21-266;WP_012725523.1,lig:25-268;WP_012725317.1,lig:198-474;WP_012725534.1,pol:18-276",NA-plasmid,NC_012669.1,0,1,-,WP_012725694.1,-,-,WP_012725317.1;WP_012725523.1;WP_012725534.1;WP_012725695.1;WP_050761612.1;WP_015884644.1,-,Yes-NHEJ,3,471853,84757,Beutenbergia cavernae DSM 12333,Actinobacteria,Actinobacteria-Micrococcales,4669183,2,73,Yes-NHEJ-all-same-prot,GCF_000023105
GCF_000015585.1_ASM1558v1,NA-Ku,NA-LigD,NA-plasmid,NC_008789.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,349124,1053,Halorhodospira halophila SL1,Proteobacteria,Proteobacteria-Gammaproteobacteria,2678452,2,68,No-LigD-domains,GCF_000015585
GCF_000512895.1_ASM51289v1,WP_025205378.1:9-177,"WP_019225628.1,lig:20-302;WP_019225629.1,pol:11-248",NA-plasmid,NZ_CP007033.1,0,1,-,WP_025205378.1,-,-,WP_019225629.1;WP_019225628.1,-,Yes-NHEJ,3,871738,55583,Dehalobacter restrictus DSM 9455,Firmicutes,Firmicutes-Clostridia,2943336,4,45,Yes-NHEJ-lig-pol-diff-prot,GCF_000512895
GCF_000017265.1_ASM1726v1,WP_012523809.1:13-195,"WP_012520294.1,pe:11-166|pol:245-492;WP_049758475.1,lig:4-241;WP_049758493.1,lig:17-311;WP_041374405.1,pe:1-151|lig:237-534|pol:589-833;WP_049758279.1,lig:3-311;WP_012523894.1,lig:221-471",NC_011143.1,NC_011144.1,1,1,-,WP_012523809.1,-,WP_049758475.1;WP_012520294.1;WP_049758493.1,WP_049758279.1;WP_041374405.1;WP_012523894.1,-,Yes-NHEJ,3,450851,284016,Phenylobacterium zucineum HLK1 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,3996255,1,71,Yes-NHEJ-all-same-prot,GCF_000017265
GCF_000226565.1_ASM22656v1,NA-Ku,"WP_014110047.1,lig:232-480;WP_014109758.1,lig:91-259",NA-plasmid,NC_016041.1,0,1,-,-,NA-Ku,-,WP_014109758.1;WP_014110047.1,-,Lig-only,2,1085623,300231,Glaciecola nitratireducens FR1064,Proteobacteria,Proteobacteria-Gammaproteobacteria,4134229,4,42,LigD-only-lig-no-pol,GCF_000226565
GCF_000494755.1_ASM49475v1,WP_023363461.1:10-175;WP_041840528.1:9-182,"WP_023357645.1,pol:16-261;WP_023561614.1,pol:19-264;WP_023560312.1,lig:9-311;WP_023359074.1,pe:6-138|lig:175-353;WP_023561504.1,pol:17-263;WP_023561325.1,pol:13-251;WP_041841883.1,lig:208-449;WP_023357849.1,pe:6-61;WP_023561603.1,lig:11-261;WP_023357644.1,lig:10-307",NA-plasmid,NC_022657.1,0,1,-,WP_041840528.1;WP_023363461.1,-,-,WP_023357644.1;WP_023357645.1;WP_023357849.1;WP_023359074.1;WP_041841883.1;WP_023560312.1;WP_023561325.1;WP_023561504.1;WP_023561603.1;WP_023561614.1,-,Yes-NHEJ,3,1246995,196914,Actinoplanes friuliensis DSM 7358,Actinobacteria,Actinobacteria-Micromonosporales,9376071,3,70,Yes-NHEJ-all-diff-prot,GCF_000494755
GCF_000284115.1_ASM28411v1,NA-Ku,"WP_014436459.1,lig:348-432",NC_017081.1,NC_017080.1,1,1,-,-,NA-Ku,-,WP_014436459.1,-,Lig-only,2,1142394,547188,Phycisphaera mikurensis NBRC 102666 plasmid pPSMK1 DNA,Planctomycetes,Planctomycetes-Phycisphaerae,3803225,1,73,LigD-only-lig-no-pol,GCF_000284115
GCF_001050475.1_ASM105047v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012034.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1007676,1007676,Lactobacillus ginsenosidimutans strain EMML 3041,Firmicutes,Firmicutes-Bacilli,2590556,3,37,No-LigD-domains,GCF_001050475
GCF_001723605.1_ASM172360v1,NA-Ku,"WP_069478604.1,lig:105-218",NA-plasmid,NZ_CP017111.1,0,1,-,-,NA-Ku,-,WP_069478604.1,-,Lig-only,2,1193502,194424,Sulfurospirillum halorespirans DSM 13726,Proteobacteria,Proteobacteria-Epsilonproteobacteria,3029840,2,41,LigD-only-lig-no-pol,GCF_001723605
GCF_000186265.1_ASM18626v1,NA-Ku,"WP_013550659.1,lig:222-474",NA-plasmid,NC_014934.1,0,1,-,-,NA-Ku,-,WP_013550659.1,-,Lig-only,2,688270,59600,Cellulophaga algicola DSM 14237,Bacteroidetes,Bacteroidetes-Flavobacteriia,4888353,5,34,LigD-only-lig-no-pol,GCF_000186265
GCF_000832305.1_ASM83230v1,WP_043357380.1:11-190,"WP_043357378.1,pe:12-166|lig:228-531|pol:547-788",NA-plasmid,NZ_CP010536.1@NZ_CP010537.1,0,2,-,WP_043357380.1,-,-,WP_043357378.1,-,Yes-NHEJ,3,68895,68895,Cupriavidus basilensis strain 4G11 chromosome secondary,Proteobacteria,Proteobacteria-Betaproteobacteria,12944199,7,65,Yes-NHEJ-all-same-prot,GCF_000832305
GCF_000828615.1_ASM82861v1,NA-Ku,NA-LigD,NZ_AP012274.1@NZ_AP012275.1,NZ_AP012273.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1076588,1076588,Thiolapillus brandeum plasmid pTBH13 DNA,Proteobacteria,Proteobacteria-Gammaproteobacteria,3129662,1,56,No-LigD-domains,GCF_000828615
GCF_001701025.1_ASM170102v1,WP_065919065.1:9-187;WP_065917884.1:10-183;WP_065920611.1:4-173,"WP_065913272.1,pol:18-261;WP_065919063.1,pol:11-257;WP_071812548.1,lig:2-81;WP_065913267.1,lig:14-314;WP_065921936.1,lig:6-322;WP_065919064.1,pe:5-146|lig:180-475;WP_071812884.1,lig:15-326|pol:363-610;WP_065914748.1,lig:204-443",NA-plasmid,NZ_CP016793.1,0,1,-,WP_065917884.1;WP_065919065.1;WP_065920611.1,-,-,WP_065913267.1;WP_065913272.1;WP_071812548.1;WP_065914748.1;WP_071812884.1;WP_065919063.1;WP_065919064.1;WP_065921936.1,-,Yes-NHEJ,3,1586287,1586287,Lentzea guizhouensis strain DHS C013,Actinobacteria,Actinobacteria-Pseudonocardiales,9997872,5,70,Yes-NHEJ-all-diff-prot,GCF_001701025
GCF_001888185.1_ASM188818v1,NA-Ku,"WP_072506599.1,lig:217-505",NZ_CP016365.1@NZ_CP016366.1@NZ_CP016367.1@NZ_CP016368.1@NZ_CP016369.1,NZ_CP016364.1,5,1,-,-,NA-Ku,WP_072506599.1,-,-,Lig-only,2,1844006,1844006,Phaeobacter sp. P97 plasmid pP97_e,Proteobacteria,Proteobacteria-Alphaproteobacteria,3653592,4,59,LigD-only-lig-no-pol,GCF_001888185
GCF_001746835.1_ASM174683v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP016094.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1838286,1838286,Opitutaceae bacterium IG16b,Verrucomicrobia,Verrucomicrobia-Opitutae,4199284,1,66,No-LigD-domains,GCF_001746835
GCF_000987835.1_ASM98783v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011308.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,206403,206403,Sulfurovum lithotrophicum strain ATCC BAA-797,Proteobacteria,Proteobacteria-Epsilonproteobacteria,2217891,3,44,No-LigD-domains,GCF_000987835
GCF_000218625.1_ASM21862v1,NA-Ku,"WP_052297423.1,pol:41-284",NA-plasmid,NC_015672.1,0,1,-,-,NA-Ku,-,WP_052297423.1,-,No-NHEJ,0,717231,2352,Flexistipes sinusarabici DSM 4947,Deferribacteres,Deferribacteres-Deferribacterales,2526590,2,38,No-LigD-domains,GCF_000218625
GCF_000014145.1_ASM1414v1,WP_011586196.1:9-190,"WP_011586195.1,pe:5-167|lig:242-537|pol:608-851;WP_011586864.1,lig:222-409",NA-plasmid,NC_008255.1,0,1,-,WP_011586196.1,-,-,WP_011586195.1;WP_011586864.1,-,Yes-NHEJ,3,269798,985,Cytophaga hutchinsonii ATCC 33406,Bacteroidetes,Bacteroidetes-Cytophagia,4433218,3,39,Yes-NHEJ-all-same-prot,GCF_000014145
GCF_000020585.3_ASM2058v3,NA-Ku,"WP_023559956.1,lig:334-512",NA-plasmid,NC_011138.3,0,1,-,-,NA-Ku,-,WP_023559956.1,-,Lig-only,2,314275,314275,Alteromonas macleodii str. 'Deep ecotype',Proteobacteria,Proteobacteria-Gammaproteobacteria,4480937,5,45,LigD-only-lig-no-pol,GCF_000020585
GCF_000010785.1_ASM1078v1,NA-Ku,"WP_012964096.1,lig:234-519",NA-plasmid,NC_013799.1,0,1,-,-,NA-Ku,-,WP_012964096.1,-,Lig-only,2,608538,940,Hydrogenobacter thermophilus TK-6 DNA,Aquificae,Aquificae-Aquificales,1743135,1,44,LigD-only-lig-no-pol,GCF_000010785
GCF_000317475.1_ASM31747v1,NA-Ku,"WP_015177905.1,lig:162-403",NC_019763.1@NC_019730.1@NC_019731.1@NC_019764.1@NC_019732.1,NC_019729.1,5,1,-,-,NA-Ku,-,WP_015177905.1,-,Lig-only,2,179408,482564,Oscillatoria nigro-viridis PCC 7112 plasmid pOSC7112.05,Cyanobacteria,Cyanobacteria-Oscillatoriophycideae,7479014,2,46,LigD-only-lig-no-pol,GCF_000317475
GCF_001678945.1_ASM167894v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015124.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,60890,60890,Phaeobacter gallaeciensis strain JL2886,Proteobacteria,Proteobacteria-Alphaproteobacteria,4061725,4,62,No-LigD-domains,GCF_001678945
GCF_001761325.1_ASM176132v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP017478.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1850246,1850246,Lutibacter sp. LPB0138,Bacteroidetes,Bacteroidetes-Flavobacteriia,3426122,2,30,No-LigD-domains,GCF_001761325
GCF_900116045.1_DESPIGER,NA-Ku,NA-LigD,NA-plasmid,NZ_LT630450.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,901,901,Desulfovibrio piger isolate DESPIGER1 genome assembly,Proteobacteria,Proteobacteria-Deltaproteobacteria,2807531,7,64,No-LigD-domains,GCF_900116045
GCF_001077715.1_ASM107771v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011126.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1592897,1592897,Coxiella-like endosymbiont strain CRt,Proteobacteria,Proteobacteria-Gammaproteobacteria,1733840,1,38,No-LigD-domains,GCF_001077715
GCF_000016505.1_ASM1650v1,NA-Ku,NA-LigD,NC_009466.1,NC_009706.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,431943,1534,Clostridium kluyveri DSM 555 plasmid pCKL555A,Firmicutes,Firmicutes-Clostridia,3964618,7,32,No-LigD-domains,GCF_000016505
GCF_001444425.1_ASM144442v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP013189.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1249552,1249552,Pseudohongiella spirulinae strain KCTC 32221,Proteobacteria,Proteobacteria-Gammaproteobacteria,3345119,2,54,No-LigD-domains,GCF_001444425
GCF_000009365.1_ASM936v1,NA-Ku,"WP_011589973.1,lig:108-241",NA-plasmid,NC_008260.1,0,1,-,-,NA-Ku,-,WP_011589973.1,-,Lig-only,2,393595,59754,Alcanivorax borkumensis SK2,Proteobacteria,Proteobacteria-Gammaproteobacteria,3120143,3,55,LigD-only-lig-no-pol,GCF_000009365
GCF_000508225.1_ASM50822v1,NA-Ku,NA-LigD,NA-plasmid,NC_023063.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1423892,35795,Ehrlichia muris AS145,Proteobacteria,Proteobacteria-Alphaproteobacteria,1196717,1,30,No-LigD-domains,GCF_000508225
GCF_000016345.1_ASM1634v1,NA-Ku,NA-LigD,NA-plasmid,NC_009379.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,312153,576611,Polynucleobacter asymbioticus QLW-P1DMWA-1,Proteobacteria,Proteobacteria-Betaproteobacteria,2159490,1,45,No-LigD-domains,GCF_000016345
GCF_000012945.1_ASM1294v1,NA-Ku,NA-LigD,NA-plasmid,NC_007510.1@NC_007511.1@NC_007509.1,0,3,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,482957,482957,Burkholderia sp. 383 chromosome 3,Proteobacteria,Proteobacteria-Betaproteobacteria,15957485,6,66,No-LigD-domains,GCF_000012945
GCF_000496595.1_ASM49659v1,NA-Ku,NA-LigD,NA-plasmid,NC_022793.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1261131,309868,Candidatus Liberibacter americanus str. Sao Paulo,Proteobacteria,Proteobacteria-Alphaproteobacteria,1195201,3,31,No-LigD-domains,GCF_000496595
GCF_001889025.1_ASM188902v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP018154.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1913578,1913578,Sphingopyxis sp. LPB0140,Proteobacteria,Proteobacteria-Alphaproteobacteria,2533041,2,46,No-LigD-domains,GCF_001889025
GCF_000015245.1_ASM1524v1,NA-Ku,NA-LigD,NA-plasmid,NC_008700.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,326297,60478,Shewanella amazonensis SB2B,Proteobacteria,Proteobacteria-Gammaproteobacteria,4306142,8,54,No-LigD-domains,GCF_000015245
GCF_000010625.1_ASM1062v1,NA-Ku,NA-LigD,NA-plasmid,NC_010296.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,449447,1126,Microcystis aeruginosa NIES-843 DNA,Cyanobacteria,Cyanobacteria-Oscillatoriophycideae,5842795,2,42,No-LigD-domains,GCF_000010625
GCF_000485905.1_ASM48590v1,NA-Ku,"WP_023367404.1,lig:230-465",NA-plasmid,NC_022664.1,0,1,-,-,NA-Ku,-,WP_023367404.1,-,Lig-only,2,1335757,1335757,Spiribacter sp. UAH-SP71,Proteobacteria,Proteobacteria-Gammaproteobacteria,1926631,1,64,LigD-only-lig-no-pol,GCF_000485905
GCF_000025945.1_ASM2594v1,NA-Ku,NA-LigD,NC_006139.1@NC_006140.1,NC_006138.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,177439,84980,Desulfotalea psychrophila LSv54 small plasmid,Proteobacteria,Proteobacteria-Deltaproteobacteria,3523383,7,47,No-LigD-domains,GCF_000025945
GCF_000015285.1_ASM1528v1,NA-Ku,"WP_011769557.1,lig:109-241",NA-plasmid,NC_008709.1,0,1,-,-,NA-Ku,-,WP_011769557.1,-,Lig-only,2,357804,357794,Psychromonas ingrahamii 37,Proteobacteria,Proteobacteria-Gammaproteobacteria,4559598,10,40,LigD-only-lig-no-pol,GCF_000015285
GCF_000067205.1_ASM6720v1,WP_012250341.1:11-197,"WP_012250340.1,pe:7-160|lig:221-522|pol:534-776",NA-plasmid,NC_010170.1,0,1,-,WP_012250341.1,-,-,WP_012250340.1,-,Yes-NHEJ,3,94624,94624,Bordetella petrii strain DSM 12804,Proteobacteria,Proteobacteria-Betaproteobacteria,5287950,3,65,Yes-NHEJ-all-same-prot,GCF_000067205
GCF_000258405.1_ASM25840v1,NA-Ku,NA-LigD,NA-plasmid,NC_017464.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,945713,591197,Ignavibacterium album JCM 16511,Ignavibacteriae,Ignavibacteriae-Ignavibacteria,3658997,1,34,No-LigD-domains,GCF_000258405
GCF_001545095.1_ASM154509v1,NA-Ku,NA-LigD,NZ_CP013214.1,NZ_CP013213.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1514105,1514105,Erysipelothrix sp. LV19 plasmid,Firmicutes,Firmicutes-Erysipelotrichia,2495108,4,37,No-LigD-domains,GCF_001545095
GCF_000709555.1_ASM70955v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP006873.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1415657,1415657,Endosymbiont of Llaveia axin axin,Bacteroidetes,Bacteroidetes-Flavobacteriia,309299,1,33,No-LigD-domains,GCF_000709555
GCF_000025345.1_ASM2534v1,WP_012948240.1:9-189,"WP_012948241.1,lig:125-432;WP_012948456.1,lig:206-448;WP_012948080.1,pol:17-273;WP_012948242.1,pol:14-263;WP_012947536.1,pol:20-250;WP_012946366.1,lig:38-228;WP_012948082.1,lig:11-260",NA-plasmid,NC_013757.1,0,1,-,WP_012948240.1,-,-,WP_012946366.1;WP_012947536.1;WP_012948080.1;WP_012948082.1;WP_012948241.1;WP_012948242.1;WP_012948456.1,-,Yes-NHEJ,3,526225,1861,Geodermatophilus obscurus DSM 43160,Actinobacteria,Actinobacteria-Geodermatophilales,5322497,3,74,Yes-NHEJ-lig-pol-diff-prot,GCF_000025345
GCF_001642085.1_ASM164208v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP014699.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1811193,1811193,Streptococcus sp. TA 26,Firmicutes,Firmicutes-Bacilli,2241302,5,42,No-LigD-domains,GCF_001642085
GCF_000828815.1_ASM82881v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP014521.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1410383,1410383,Candidatus Tachikawaea gelatinosa DNA,Proteobacteria,Proteobacteria-Gammaproteobacteria,708439,3,25,No-LigD-domains,GCF_000828815
